	Mc17-25.fq.trim.sam.counts	Mc17-33.fq.trim.sam.counts	Mc17-40.fq.trim.sam.counts	Mc17-66.fq.trim.sam.counts	Mc20-01.fq.trim.sam.counts	Mc20-04.fq.trim.sam.counts	Mc20-05.fq.trim.sam.counts	Mc20-08.fq.trim.sam.counts	Mc20-12.fq.trim.sam.counts	Mc20-14.fq.trim.sam.counts	Mc20-15.fq.trim.sam.counts	Mc20-18.fq.trim.sam.counts	Mc20-20.fq.trim.sam.counts	Mc20-21.fq.trim.sam.counts	Mc20-22.fq.trim.sam.counts	Mc20-24.fq.trim.sam.counts	Mc20-27.fq.trim.sam.counts	Mc20-33.fq.trim.sam.counts	Mc21-05.fq.trim.sam.counts	Mc21-08.fq.trim.sam.counts	Mc21-19.fq.trim.sam.counts	Mc21-20.fq.trim.sam.counts	Mc22-01.fq.trim.sam.counts	Mc22-03.fq.trim.sam.counts	Mc22-07.fq.trim.sam.counts	Mc22-08.fq.trim.sam.counts	Mc22-09.fq.trim.sam.counts	Mc22-12.fq.trim.sam.counts	Mc22-13.fq.trim.sam.counts	Mc22-16.fq.trim.sam.counts	Mc22-18.fq.trim.sam.counts	Mc22-20.fq.trim.sam.counts	Mc22-23.fq.trim.sam.counts	Mc22-24.fq.trim.sam.counts	Mc22-27.fq.trim.sam.counts	Mc22-40.fq.trim.sam.counts	Mc23-02.fq.trim.sam.counts	Mc23-10.fq.trim.sam.counts	Mc23-12.fq.trim.sam.counts	Mc23-27.fq.trim.sam.counts	Mc25-01.fq.trim.sam.counts	Mc25-07.fq.trim.sam.counts	Mc25-19.fq.trim.sam.counts	Mc25-25.fq.trim.sam.counts	Mc26-04.fq.trim.sam.counts	Mc26-06.fq.trim.sam.counts	Mc26-07.fq.trim.sam.counts	Mc26-09.fq.trim.sam.counts	Mc26-13.fq.trim.sam.counts	Mc26-15.fq.trim.sam.counts	Mc26-17.fq.trim.sam.counts	Mc26-18.fq.trim.sam.counts	Mc26-22.fq.trim.sam.counts	Mc26-23.fq.trim.sam.counts	Mc26-24.fq.trim.sam.counts	Mc26-25.fq.trim.sam.counts	Mc26-28.fq.trim.sam.counts	Mc26-30.fq.trim.sam.counts	Mc28-18.fq.trim.sam.counts	Mc28-19.fq.trim.sam.counts	Mc28-27.fq.trim.sam.counts	Mc28-40.fq.trim.sam.counts	Mc29-04.fq.trim.sam.counts	Mc29-06.fq.trim.sam.counts	Mc29-18.fq.trim.sam.counts	Mc29-27.fq.trim.sam.counts	
Mcavernosa00070	25	19	29	21	0	43	128	45	20	35	6	24	0	112	11	18	109	11	13	15	9	32	0	14	40	124	9	13	58	0	19	0	34	14	60	48	4	8	3	36	16	9	135	255	8	1	46	4	152	0	1	5	1	0	41	2	0	1	3	9	11	18	23	47	12	20	
Mcavernosa00071	11	11	16	12	0	28	58	17	0	3	0	3	0	1	4	0	0	4	17	17	12	10	0	4	12	0	4	10	0	0	9	3	0	10	1	0	0	9	4	5	0	9	11	0	4	0	2	5	1	0	0	10	0	0	11	6	2	0	3	3	21	1	9	28	12	8	
Mcavernosa00072	3	12	0	1	0	2	27	7	0	1	0	1	2	0	2	0	0	3	1	0	1	5	0	0	2	0	1	6	0	0	0	1	0	0	1	0	0	3	0	0	0	0	3	1	1	0	2	2	1	2	0	2	3	0	0	3	0	0	0	0	5	1	4	7	2	4	
Mcavernosa00073	10	8	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	0	0	0	0	0	
Mcavernosa00077	1	2	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	4	3	1	
Mcavernosa00078	13	13	2	5	0	5	42	7	0	0	2	1	0	1	2	0	0	11	1	9	2	20	0	18	1	0	1	6	0	0	0	0	0	1	1	0	1	9	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2	0	2	5	0	0	1	5	5	0	6	15	3	8	
Mcavernosa00079	4	10	1	5	0	5	30	9	0	4	1	3	0	0	3	0	0	1	3	1	2	9	0	1	3	0	3	5	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	11	5	0	2	4	3	3	
Mcavernosa00081	18	11	5	10	10	15	174	29	2	11	2	14	4	9	23	4	18	16	5	18	14	26	1	9	6	11	11	18	9	8	7	6	2	3	5	1	22	10	12	15	0	1	3	11	8	1	4	1	2	0	5	5	7	3	0	4	0	1	14	7	13	5	33	40	17	28	
Mcavernosa00082	5	7	0	4	0	1	15	4	0	0	0	2	0	0	0	0	0	2	2	5	5	10	0	10	3	0	2	3	5	0	0	0	0	0	8	0	0	4	6	2	0	9	0	0	0	0	4	0	0	0	0	0	0	2	75	0	0	0	0	0	1	0	2	5	2	2	
Mcavernosa00083	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
Mcavernosa00084	1	6	2	3	0	4	3	5	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	2	0	0	
Mcavernosa00086	5	6	2	1	0	5	16	5	0	1	0	1	0	0	0	0	1	0	3	5	1	5	0	1	4	2	1	3	1	0	1	1	0	4	0	1	2	3	5	0	0	1	0	0	4	3	0	2	0	0	1	0	0	0	1	0	5	2	3	3	0	0	4	3	3	1	
Mcavernosa00087	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	
Mcavernosa00089	1	1	0	0	0	2	6	2	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	
Mcavernosa00090	20	33	13	15	1	14	86	19	1	10	8	9	1	6	7	0	0	14	7	18	10	31	0	1	10	9	4	10	0	0	3	7	1	1	9	0	0	10	7	2	0	0	0	1	5	10	4	3	2	0	2	6	28	2	3	8	0	3	12	14	14	0	18	21	16	7	
Mcavernosa00091	0	1	0	0	0	0	14	3	0	0	0	0	0	0	1	0	0	0	1	3	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	0	
Mcavernosa00092	17	21	0	10	0	7	90	13	0	6	0	5	0	0	6	1	0	6	5	20	5	22	0	0	11	0	1	8	0	0	12	1	0	3	0	0	0	10	5	1	0	0	4	3	7	0	7	6	5	0	87	4	2	2	2	5	0	0	6	9	9	0	24	21	8	30	
Mcavernosa00094	2	7	0	3	0	2	37	1	0	0	0	2	2	0	0	0	0	0	4	6	0	7	0	0	8	0	1	4	1	0	0	0	0	0	5	0	0	5	0	1	0	0	0	0	2	2	0	1	0	0	2	0	0	0	0	7	0	0	2	1	5	0	1	2	1	5	
Mcavernosa00095	2	3	5	2	0	1	18	5	0	0	0	0	0	0	2	0	0	2	0	3	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1	2	2	
Mcavernosa00096	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa00098	7	8	1	4	0	1	17	3	1	0	3	1	0	0	2	0	0	1	0	5	4	7	0	0	0	0	0	3	0	0	5	3	0	33	0	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	2	0	0	2	1	1	0	2	3	2	6	
Mcavernosa00099	40	35	5	26	3	32	170	55	0	10	5	7	1	0	16	1	2	17	15	44	10	65	0	0	13	1	1	25	1	0	9	6	1	70	10	0	10	34	14	3	0	1	3	0	6	6	13	17	5	0	0	22	4	9	1	7	2	4	12	6	25	0	18	30	11	19	
Mcavernosa00101	6	13	1	7	0	11	85	5	0	2	0	6	0	0	4	0	0	3	5	8	6	25	0	0	4	0	1	6	0	0	1	0	0	3	0	0	0	16	6	0	0	0	1	0	5	0	1	4	3	0	3	8	6	0	0	9	0	0	6	7	2	0	15	15	10	9	
Mcavernosa00102	42	40	27	38	6	27	201	71	0	33	10	25	15	38	44	0	10	47	10	22	19	43	1	0	26	3	29	28	7	0	33	22	1	1	29	0	6	43	12	15	1	0	9	1	6	0	25	22	5	0	9	21	9	1	6	19	5	1	24	26	27	10	33	33	8	23	
Mcavernosa00103	3	16	1	19	20	3	35	9	0	0	0	3	0	2	7	1	0	6	5	9	16	12	0	10	3	1	0	16	6	0	9	0	0	0	4	0	0	9	2	0	13	1	0	0	1	1	0	1	0	0	5	0	2	0	0	1	0	1	4	10	8	1	16	12	8	5	
Mcavernosa00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00107	6	8	0	4	0	6	45	5	0	1	0	0	0	2	5	0	0	1	1	6	4	9	1	0	4	0	0	7	0	0	0	0	0	0	0	0	0	4	2	0	0	0	6	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	15	0	0	0	5	5	1	7	
Mcavernosa00109	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00111	30	15	0	43	1	93	104	99	1	5	2	6	1	2	7	0	1	3	30	25	45	36	1	0	24	2	1	9	3	0	1	2	0	15	0	1	0	54	11	1	0	4	1	0	14	1	1	6	55	0	0	2	0	0	1	1	2	1	3	16	27	0	98	16	16	21	
Mcavernosa00115	18	13	5	13	1	14	127	15	0	3	0	5	8	2	8	0	0	10	11	12	7	14	0	0	5	0	13	13	1	0	17	0	0	0	1	0	1	10	0	0	0	0	1	8	3	0	0	1	2	1	3	0	1	0	5	1	0	0	7	2	9	4	10	10	5	14	
Mcavernosa00117	31	36	0	28	0	38	90	41	0	11	15	8	1	10	13	0	10	15	14	16	4	19	0	0	16	2	2	31	0	0	11	7	0	0	4	0	2	25	5	1	0	0	0	0	7	1	4	27	5	0	0	4	0	5	0	2	0	0	8	1	16	2	11	39	19	18	
Mcavernosa00118	5	4	0	1	0	1	28	2	0	0	0	2	0	0	0	0	0	1	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	0	0	2	1	1	0	6	6	2	1	
Mcavernosa00119	1	5	0	2	0	1	7	3	0	0	0	0	0	6	0	0	0	1	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	1	0	
Mcavernosa00120	46	67	2	40	3	32	169	113	1	6	2	7	3	9	13	1	4	17	9	47	26	87	5	0	29	3	16	33	10	0	7	0	0	1	10	0	3	67	15	2	0	0	0	1	19	3	22	5	1	0	1	10	25	14	19	12	1	0	12	6	31	0	38	52	32	27	
Mcavernosa00121	81	61	23	67	1	30	167	27	0	5	12	13	0	1	23	0	9	14	29	35	19	66	2	6	23	0	6	32	0	0	28	2	3	8	38	0	0	28	9	3	0	0	23	0	5	1	28	6	21	0	24	8	19	1	17	7	0	1	23	23	24	0	61	52	37	47	
Mcavernosa00123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Mcavernosa00124	3	7	0	6	0	0	17	2	0	2	0	0	2	0	2	0	0	0	5	11	4	9	5	0	3	7	2	7	5	0	8	0	0	1	0	2	0	2	0	0	0	0	0	0	1	1	3	0	7	0	0	2	0	3	0	1	0	0	5	4	10	0	2	1	2	0	
Mcavernosa00129	10	8	1	0	4	9	137	1	0	0	2	15	0	0	5	11	0	1	6	19	20	9	0	0	14	11	0	1	0	0	4	0	0	1	3	0	21	3	9	8	0	3	0	0	0	2	1	10	10	1	0	2	12	0	3	3	0	2	8	18	1	0	13	23	14	20	
Mcavernosa00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mcavernosa00133	10	12	0	2	0	6	114	0	0	5	1	5	2	5	5	0	2	0	4	14	8	12	1	1	11	0	2	2	0	0	1	4	0	19	2	0	84	5	6	0	4	0	1	0	0	0	0	6	1	0	0	6	2	6	0	2	0	0	1	4	0	2	4	16	8	23	
Mcavernosa00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00135	84	70	6	44	6	34	261	59	0	14	6	6	1	7	42	2	7	44	14	54	25	86	4	0	20	0	6	52	19	0	16	17	0	4	9	0	1	52	12	19	0	0	0	27	11	1	41	18	11	0	9	54	16	11	11	29	1	2	30	11	38	3	35	47	21	47	
Mcavernosa00136	301	314	73	212	11	250	1241	190	11	94	38	118	27	41	158	46	8	160	82	248	112	334	13	40	223	88	77	158	77	4	69	90	13	11	72	1	35	164	123	54	3	6	9	7	41	10	92	54	10	33	17	80	41	32	10	31	9	28	96	84	152	17	125	203	88	170	
Mcavernosa00137	28	64	12	19	1	46	214	58	0	5	6	21	6	3	8	4	4	11	15	37	16	75	1	0	20	0	4	10	0	0	3	11	0	5	27	0	7	67	28	5	0	2	1	0	10	10	4	22	3	4	2	39	10	1	1	6	2	2	15	22	28	7	14	41	7	48	
Mcavernosa00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00139	0	1	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa00140	9	6	1	10	0	6	22	5	0	10	0	0	4	0	6	0	0	3	1	2	3	6	0	0	1	1	2	4	0	0	1	3	0	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	2	1	2	0	3	8	5	4	
Mcavernosa00144	17	27	2	7	4	18	70	32	0	1	10	7	0	4	7	10	0	10	15	16	18	37	12	0	14	0	5	8	2	0	10	1	0	0	2	0	0	10	10	1	0	0	1	0	4	1	8	13	1	0	15	17	14	0	2	4	3	1	3	5	35	1	18	21	20	16	
Mcavernosa00146	2	8	0	1	0	1	9	0	0	0	0	0	2	0	3	0	0	4	0	0	2	5	0	0	1	1	1	5	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	3	0	2	0	0	0	8	0	0	2	0	4	0	0	0	0	3	0	3	2	0	4	
Mcavernosa00155	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	
Mcavernosa00157	100	125	26	63	11	91	520	165	3	22	15	16	13	13	62	1	7	65	59	106	45	143	1	0	52	0	22	71	8	2	23	8	5	2	15	8	14	138	30	5	1	9	16	0	59	2	31	70	23	0	24	32	26	3	22	21	6	6	32	48	53	2	147	133	65	79	
Mcavernosa00158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00159	27	22	5	13	6	24	126	23	0	8	1	11	7	3	15	5	0	4	13	31	13	38	0	2	17	0	7	20	7	0	0	2	2	8	5	0	1	24	7	5	0	0	2	2	4	2	19	11	0	0	5	8	2	2	1	6	0	0	8	18	9	0	10	12	5	6	
Mcavernosa00160	0	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	
Mcavernosa00161	20	22	3	14	0	16	84	17	0	4	1	5	1	1	5	0	0	9	8	13	14	24	0	0	12	0	0	1	0	0	0	5	5	0	0	0	0	30	1	0	0	0	0	0	8	1	8	0	0	0	0	6	2	2	0	0	0	0	3	21	11	0	13	17	11	12	
Mcavernosa00163	8	17	1	12	1	7	70	25	6	0	0	8	2	75	3	1	11	5	4	10	6	17	2	1	8	1	1	6	0	0	1	0	0	0	0	0	0	11	3	0	0	0	13	1	0	3	3	1	0	2	3	6	8	0	0	1	0	0	8	9	5	1	5	18	9	11	
Mcavernosa00164	1	2	0	1	0	0	8	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	
Mcavernosa00166	4	14	0	3	1	4	20	1	0	3	0	1	0	2	5	0	0	2	1	2	1	5	0	0	0	0	1	10	0	0	1	2	0	0	0	0	2	4	0	1	0	0	0	0	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	5	4	0	1	
Mcavernosa00167	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00168	91	134	7	77	3	38	497	30	0	18	6	41	4	0	45	11	0	41	24	88	36	162	2	0	61	18	47	51	9	4	19	7	1	11	27	1	25	35	26	1	0	0	6	0	28	0	20	13	19	0	11	20	31	7	3	14	3	1	33	37	44	12	56	103	39	78	
Mcavernosa00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00170	14	14	1	3	0	10	62	30	0	3	0	2	1	1	1	0	1	3	7	6	0	10	0	3	6	0	1	5	0	0	0	1	0	1	0	0	0	5	1	1	0	0	0	0	3	0	28	2	0	1	0	0	2	0	1	1	0	0	1	9	5	1	6	11	6	11	
Mcavernosa00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00173	14	11	3	8	0	3	72	2	0	1	0	4	0	0	3	0	0	15	1	6	0	8	0	0	9	0	0	6	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	4	0	0	0	0	4	1	0	0	6	0	22	4	1	3	0	2	9	0	6	
Mcavernosa00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00175	9	5	0	1	0	6	23	5	0	0	0	1	0	0	2	0	0	0	2	4	1	14	1	0	4	0	0	4	0	0	9	2	0	0	0	0	0	7	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	4	13	1	2	
Mcavernosa00176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00177	0	0	0	0	0	1	11	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	1	0	3	0	2	2	
Mcavernosa00178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
Mcavernosa00179	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa00180	4	0	0	2	0	8	8	2	0	0	0	0	1	0	0	0	0	0	0	4	2	1	0	0	11	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	2	2	4	5	4	
Mcavernosa00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00182	0	3	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00183	0	0	0	2	0	0	10	4	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa00184	7	20	0	8	0	15	68	33	0	1	1	1	1	0	6	1	0	4	3	28	3	34	0	0	9	20	3	11	0	0	2	0	0	1	0	0	0	9	0	1	0	0	0	0	4	0	2	9	0	0	0	10	0	0	0	0	0	0	7	2	9	0	10	11	1	18	
Mcavernosa00185	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	
Mcavernosa00186	3	10	0	0	0	3	15	1	0	0	0	0	0	0	1	0	0	1	2	2	5	10	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	7	7	0	1	
Mcavernosa00187	1	4	0	0	0	2	5	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	1	0	1	
Mcavernosa00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
Mcavernosa00189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00190	12	7	15	9	3	5	95	21	1	10	4	10	0	0	12	0	0	7	6	5	6	8	0	0	2	0	12	8	0	0	1	17	3	29	0	0	0	3	14	8	0	5	1	0	4	0	33	21	34	0	0	17	8	0	1	13	0	0	9	10	9	0	9	11	7	9	
Mcavernosa00191	9	10	2	2	0	7	36	14	0	0	0	3	0	0	5	0	3	1	1	4	5	9	0	0	4	2	3	6	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	2	3	10	0	2	3	0	3	
Mcavernosa00192	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa00194	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	
Mcavernosa00195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa00196	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	
Mcavernosa00197	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
